Phylostratum	GeneID	X4wpc	X5wpc	X6wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	X18wpc	X19wpc	Neonate	Infant	Toddler	Teen	YoungAdult	MidAdult
2	ENSG00000001497	0.230991162284423	0.252448347493483	0.312845923550095	0.330123262530199	0.295573316915915	0.257144240906884	0.283839736222681	0.300414191959616	0.162486254150475	0.27187957182462	0.312203774991827	0.31644818135714	0.230379759477366	0.194884654311238	0.111895350984129	0.147728934601626	0.0374869290359227	0.148201283364908	0.206935760397675
4	ENSG00000001617	0.422232299033571	0.44606623638515	0.263882657117292	0.449058980280532	0.182929930066905	0.273637682204417	0.0978463792064535	0.315207484155176	0.315718176555035	0.157256395752783	0.218238240921838	0.252892547977022	0.428545121139746	0.177332965727344	0.232098785626011	0.07208266317796	0.192979930653685	0.181710680190974	0.247353616661555
1	ENSG00000001629	0.534297951434783	0.332212968822611	0.277165462249398	0.294158266577776	0.262657560935656	0.19350894938791	0.328803058311294	0.21215188387028	0.2595397445879	0.237883691668961	0.179040719965632	0.215189956021881	0.205777066636225	0.319065734836498	0.11088302140315	0.204622851616015	0.179874252084389	0.195125448267699	0.222646207756421
1	ENSG00000001630	0.234174291346193	0.130637019471111	0.106340624186069	0.197280314072958	0.0364521704736775	0.051431552347499	0.109561368243727	0.119405999737846	0.28944126740181	0.238342471764007	0.067329306688369	0	0.0636705958421631	0.00429486229464821	0.0651099612689871	0	0	0	0.129757478632479
2	ENSG00000001631	0.202359171237437	0.234673980243419	0.183825767585171	0.242794424073861	0.175750610501021	0.178276854180463	0.170080551168502	0.180807275654353	0.135642996330406	0.175023518915577	0.164696249360655	0.276815422831741	0.203873446444031	0.145103428714054	0.0784485618139805	0.071312472545765	0.0566509557063668	0.0763715176407098	0.148132752405771
1	ENSG00000002016	0.373304042133783	0.247795206739258	0.217045755608964	0.352913208254763	0.203616517285817	0.278771797850197	0.232932708022812	0.301886690626224	0.22083476974979	0.237221977279293	0.191897698086206	0.239810515953192	0.348548001226836	0.264979888695968	0.19246829111622	0.158984629468281	0.144390948483389	0.195870531231453	0.234422080365245
10	ENSG00000002330	0.196383746994113	0.280047221059821	0.187434280730297	0.331208577931154	0.180350993715464	0.204562910154792	0.163367457949571	0.316607459683526	0.232090621113178	0.20111756786078	0.15520984322315	0.138780474170706	0.155296658784508	0.204401590530999	0.214310537156074	0.115729090939648	0.270427743598545	0.296188466336149	0.177075896199458
1	ENSG00000002549	0.234526816769645	0.18941291415785	0.267121594219139	0.226968586394532	0.287956445384597	0.220528731004168	0.133474678874259	0.217939555761876	0.121193894283382	0.204431769466288	0.223513691384987	0.275102774620238	0.157564362395664	0.266330543527042	0.235856605190534	0.109123607814737	0.189376800666031	0.113813999643102	0.298940554810267
1	ENSG00000002586	0.178362793814062	0.130511280946854	0.112101227368845	0.168406835679025	0.131242756737507	0.124838795397239	0.173039291215912	0.158374937773911	0.194524295770953	0.146863562624186	0.0885890477543897	0.197105875358988	0.135915039677144	0.110448602303311	0.126371857079948	0.139430683992702	0.0811813233479093	0.17868944191188	0.128856811807782
1	ENSG00000002587	0	0	0.179531541414327	0.43864525227469	0.53065264207741	0.153220355506955	0.4770601196543	0.205907918317846	0	0.128917561038477	0	0.302909315231664	0	0	0.206685131812052	0	0	0.465777077282709	0
1	ENSG00000002822	0.101336933335108	0.209095641226735	0.156661283422751	0.0664909887485885	0.177832441259888	0.206907545018397	0.154928856106921	0.19701410475903	0.137937007539613	0.183475682459093	0.136516682868444	0.0857023561482184	0.173325116543468	0.16731370169731	0.201058142611647	0.193165415030382	0.150857713221008	0.236057728155013	0.147615575911924
1	ENSG00000002834	0.090003214682628	0.0364189145748276	0.1170903287846	0.100839659018443	0.160361404174978	0.131364651689879	0.208812284508291	0.121968980532734	0.24281570545321	0.104670254626624	0.0688369707041036	0.0994810918809581	0.0686792390274908	0.227840702199012	0.137153192781198	0.155779936796722	0.159293414648272	0.32414091772992	0.242683651841985
2	ENSG00000002919	0.191169930244246	0.146608897854241	0.291539565839094	0.356804432793867	0.127732086772247	0.116381649966221	0.212974299292964	0.19345524216527	0.210874277077573	0.182597342221034	0.377829636561654	0.257789068269009	0.150686810464992	0.0551191058084805	0.141836321735128	0.230849900675622	0.206907630522088	0.0119002207482669	0.0420954522457698
14	ENSG00000002933	0.106469873126898	0.139854864280077	0.123380839052003	0.0847861768670902	0.214401543541495	0.176858574037008	0.18211316257984	0.160290316130212	0.130128246372212	0.126141729795714	0.107474155385109	0.128260350097609	0.132607690872651	0.207470115575498	0.204734974237659	0.083232756114188	0.276831972768775	0.183003366718191	0.309036537674099
2	ENSG00000003056	0.347598205880848	0.290743565090671	0.210905926716301	0.205238133329161	0.233774835969541	0.266205865506053	0.266793915227912	0.244081612363737	0.266496463399956	0.251539213179629	0.144460226725667	0.190977627399888	0.310026893977628	0.252099278091431	0.176348052641815	0.294132902454465	0.207445637336167	0.313948432591114	0.142446072374982
1	ENSG00000003096	0.312499567362125	0.221751385655815	0.159352010379967	0.235167317122697	0.105998463612628	0.117694997865897	0.075203778919432	0.187643458536041	0.0936473682432724	0.199652067457573	0.183138330198875	0.252446973123979	0.196156828254472	0.101654685905504	0.0568429820572863	0.055331101993962	0.135440605127733	0.122266434216451	0
1	ENSG00000003137	0.409602600725469	0.514738173466281	0.235426729232186	0.393274259083536	0.238629921506067	0.258357761720359	0.319067993198317	0.28648630162758	0.332239383840159	0.322124572215607	0.116198276308958	0.635102074223508	0.365403439521569	0.210998569981996	0.192870607786373	0.203987366064012	0	0.10324327809659	0.197529183002603
4	ENSG00000003147	0.286596196440801	0.292056178024787	0.241496862846997	0.300760760232837	0.283073716578985	0.28051426099793	0.285425366444502	0.28213662360781	0.298608964627689	0.211466290680789	0.218754052251483	0.20861018360162	0.238969626705057	0.309144299716022	0.146680386589407	0.17657449796172	0.19480186006064	0.169891798949021	0.378366232871555
1	ENSG00000003393	0.197516122274413	0.170391874041755	0.179757367915884	0.159088224282671	0.134128614688773	0.147878674612118	0.127556415491984	0.174596369488788	0.136233302292245	0.171553682493781	0.198097785847594	0.220392478268214	0.194664765663338	0.129624761584942	0.0666237377964154	0.0893887240170352	0.04709660266671	0.0763434004904189	0.083370577602077
4	ENSG00000003400	0.329180228872965	0.262236928481341	0.250858750622702	0.29399765325541	0.188411614489125	0.19074238876514	0.177447616122897	0.289954464467277	0.161724695730601	0.230482211566725	0.25514698883579	0.360705641271382	0.272767932851488	0.309279416126901	0.145347037714353	0.144042859782991	0.0427059339211068	0.0255659588124783	0.150435782849083
1	ENSG00000003402	0.403871133625617	0.406106125857645	0.273943383006996	0.403686180700767	0.261388295642181	0.322891892203468	0.335242314814593	0.336011012383011	0.364002308494599	0.272501998267698	0.238866639342724	0.276754310796565	0.38028856233295	0.332015939031643	0.282820380777098	0.290372079749607	0.264383496767426	0.301467690235009	0.399881443892913
1	ENSG00000003436	0.233377214281838	0.296090020983732	0.255614450213931	0.250245815884809	0.199139978321628	0.215658087770656	0.229726611179966	0.251919464305296	0.247872476650042	0.271795598668914	0.26322019390293	0.295033653993323	0.282657087562367	0.244262853825275	0.244386239412046	0.248664729192023	0.274652009061683	0.290174647853868	0.29640383170483
1	ENSG00000003509	0.316781029563155	0.391109875130762	0.219732845260213	0.346175332276871	0.230942926864177	0.201250644527995	0.205593947441063	0.29353803231336	0.163733752937941	0.293908832905686	0.167924585860122	0.275104107089551	0.202290066053616	0.0864983013698229	0.130096595265508	0.154110907546257	0.0775100068159367	0.0551229583149764	0.327029775307598
1	ENSG00000003756	0.433630908827193	0.404873128908045	0.36568193381483	0.333350104399129	0.282200494624524	0.269575807035725	0.310947752118943	0.338902037223221	0.275172886846058	0.321458689120082	0.335668713172023	0.332560608701692	0.291219243964846	0.25582456060735	0.198966571581759	0.201799553963161	0.170320565793953	0.152831473056541	0.238365237875513
1	ENSG00000003989	0.375866160584362	0.11501323779686	0.15069868958797	0.250872457178658	0.0676081877564058	0.170413729267011	0.0039978085686048	0.201734884725048	0.224152521849295	0.199223898127239	0.219602931367962	0.029599675563445	0.208625475369675	0	0	0.0354701187837949	0	0.0165225376146774	0
1	ENSG00000004059	0.0985151358304177	0.198160043412157	0.197811962100512	0.172705651483102	0.143058865831052	0.222568055917443	0.297539812941992	0.278809110230221	0.210398188633166	0.216227107454162	0.2051087535811	0.135277283771522	0.22250469386493	0.125263690742739	0.142167786330396	0.198794407875704	0.183399308037393	0.281038113024515	0.0976153250464874
1	ENSG00000004139	0.232365064073871	0.477465073941917	0.554038958546638	0.344789569900546	0.581859816154216	0.385034714652927	0.352950542615908	0.55931161224921	0.483204617433569	0.430254809108031	0.497337458405832	0.770214448107752	0.36695254372749	0.285042444957163	0.335347048846333	0.182013462326249	0.29269190298172	0.24473168479299	0.263425026323581
1	ENSG00000004142	0.773172081833134	0.95205352842502	0.683843189966477	0.945768792547113	0.514537335091356	0.68453378573227	0.64709435724183	0.793735507476543	0.699216076376291	0.892061038662448	0.689565474406972	0.881862772964463	0.931051691543804	0.612152158764133	0.773719189357574	0.944620353852698	0.817253832782983	0.597515860850473	0
1	ENSG00000004399	0.526919898792572	0.415324206912305	0.36825523723843	0.376740490649088	0.438480281315075	0.409609507853935	0.369986882550823	0.411813783136908	0.354243839762447	0.383339853706472	0.343683662399641	0.48145548399321	0.449396888394457	0.32543398652164	0.302812394726599	0.244066842499608	0.325564995644298	0.444000068778647	0.424264302725409
1	ENSG00000004455	0.202335688711506	0.2030081167871	0.185890487712925	0.20902266879428	0.179676653470233	0.155048440812216	0.165461223669889	0.195468347996771	0.162579713814707	0.142886301102557	0.182434974367648	0.224497532499762	0.151835451511453	0.103198682447316	0.0769883538698638	0.0792356812875539	0.0666829883192896	0.0863852355195132	0.103131879466734
2	ENSG00000004468	0.467316986588076	0.636067131517848	0.167798613557145	0	0	0.352797591662995	0	0	0	0.125270041242662	0.279664355928575	0	0.562565479736604	0.191858565172872	0.13578501701972	0	0.395433844316936	0.18692773301896	0.298240349330945
1	ENSG00000004478	0.536257819945815	0.509581789450537	0.460208249724513	0.409168021658065	0.39234424045959	0.362147975774451	0.379268275470723	0.411119943605547	0.237834369215708	0.37544605040873	0.456405686421787	0.524596268120195	0.37417935357577	0.261026516321402	0.152146409477352	0.226774735895777	0.0776594536263987	0.145382228107826	0.254058471501093
1	ENSG00000004487	0.23805685901397	0.213575318533848	0.212470909407362	0.148380697609506	0.210644487283984	0.189236788420653	0.213990133375032	0.214974895036131	0.209916508342566	0.171952122448476	0.19608286783734	0.217421263880597	0.16549597671286	0.223625664685441	0.150188579732657	0.134343485018201	0.143899468902206	0.158611859122778	0.195575970084161
1	ENSG00000004534	0.393747070928697	0.344348834593386	0.356794185599048	0.389262563962064	0.346682193429115	0.316242438872091	0.382779835816354	0.347861959733448	0.261360352989504	0.347636045185521	0.344425085604704	0.377770019560286	0.304345332207672	0.327126403795238	0.257487880730421	0.283523509662157	0.195935640595305	0.374126138848172	0.327976374018345
1	ENSG00000004660	0.121451194307265	0.19423457162818	0.11711382155659	0.131039100665447	0.190648934103892	0.237302952954556	0.243787008229144	0.147555957455767	0.405856717191316	0.177545166387589	0.115123434552233	0.181385759778257	0.270812888889943	0.15761257086937	0.0684844403427257	0	0	0.0400334264597731	0.0340683136990195
1	ENSG00000004700	0.403127644402859	0.26896912072786	0.180139236693271	0.384931949555229	0.0356145792081005	0.0945929180206051	0.0702195778410059	0.133754960166664	0.218565575835664	0.141784177166591	0.139187370888684	0.128044926696671	0.178313266973049	0.179689165186936	0.0556367647156524	0.136835680130635	0.0917977436847037	0.0265469716923906	0.0765364136607563
2	ENSG00000004766	0.234696958410294	0.236160282566647	0.24054048369314	0.240337075219228	0.283471080376373	0.223463497178445	0.264758785466953	0.199112604599816	0.195936989898262	0.215818535094372	0.204121094372736	0.325224305547904	0.187455106101642	0.220778254030265	0.182330716497958	0.152917253576787	0.0919690662889417	0.0748764185366615	0.230806241991689
1	ENSG00000004776	0.161154295026436	0.134100057480307	0.0539898162735613	0.120728133026166	0.120453342846822	0.153146130415824	0.164268281039387	0.226184897110486	0.142975849322455	0.193757802527757	0.0262674301623401	0.0740172559400416	0.137032100983487	0.158085605004341	0.0844803178762748	0.252130104416943	0.0806944334900739	0.170545927106937	0.0626758075791805
1	ENSG00000004777	0.437304663626741	0.506623797331028	0.309476511628466	0.543828945592229	0.459815970280229	0.478287817490811	0.513691667824454	0.542637448190783	0.353541572418276	0.370093504122964	0.212497246881743	0.429138433686728	0.434012995124778	0.243720054365428	0.167638664619221	0.03627914840756	0.110830217658171	0.28693712620651	0.282789946515923
1	ENSG00000004779	0.0175837726891719	0.115165356708107	0.103954512141892	0.0229547156056631	0.0387521839516662	0.018333055081421	0.0572257976495555	0.0147211705163488	0.0818799612246115	0.0735790281075895	0.153786365551273	0.0172292646817986	0.00944060539258594	0.00998385612536735	0.0183385809614821	0.00579011772267159	0.00487252121288195	0.00540871060668513	0.0400869805964734
1	ENSG00000004799	0.0442573063152216	0.0774181587032525	0.177854927978385	0.123670078541187	0.193970102616166	0.146355284472701	0.141371698938857	0.191994080336179	0.221466312561351	0.150565368753273	0.15677179756659	0.507177555937097	0.176827132656792	0.288805836197174	0.155019118308522	0.187617034821302	0.0235064523902904	0.286496378656108	0.134643569109688
1	ENSG00000004864	0.370761049385748	0.317990379217954	0.325901643511086	0.284566138857064	0.443352870260428	0.329291371233945	0.451468645340651	0.304256999709495	0.405891112061993	0.263175848891732	0.260037784454497	0.606842252405664	0.417074181559135	0.17970636947599	0.271428196377388	0.0703223617148262	0.24796510239266	0.24655327283247	0.44338488812056
1	ENSG00000004866	0.18769752694191	0.198005178506189	0.221746724111376	0.232881820198802	0.198907200132385	0.200481773763156	0.199398959278439	0.21004653127212	0.171277996148962	0.229711330437682	0.225500195362493	0.191700751598383	0.193876757205529	0.139774531880917	0.156991724043043	0.201746942572711	0.10822218229426	0.146406362059489	0.160361939699024
1	ENSG00000004897	0.383992333246442	0.239071391201025	0.256061835480303	0.311449346135906	0.129896015691467	0.150202696403412	0.160870680805097	0.186152925509638	0.229719385574469	0.19977507431594	0.212524237891119	0.205251953924236	0.209523237609117	0.161601456537377	0.208845496214843	0.206694705076796	0.0767691553474457	0.19241290754187	0.0924201027202678
1	ENSG00000004961	0.418064223194332	0.461732468639854	0.442268029521156	0.433573126259393	0.166820272245157	0.31065424605517	0.233564293838056	0.397068973962605	0.287414671506419	0.522862588654297	0.48734072944356	0.146928812074302	0.229750712657438	0.0395669940973064	0.385132537062676	0.410894825233831	0.426364223737588	0.610146836636556	0
4	ENSG00000004975	0.377344322895849	0.312174619061352	0.28696695278035	0.269345060157078	0.254743437412848	0.209467374079871	0.268132102353817	0.239524646640843	0.18715635085384	0.219313143974377	0.257110590338804	0.367222289389342	0.193350600620119	0.119708456886077	0.120523371239498	0.117156392277972	0.0279604763946036	0.0366013892994381	0.121376456886045
1	ENSG00000005007	0.211813437573559	0.204481117003994	0.192482864241089	0.170155478158611	0.198496162767464	0.217272158261598	0.268500722670967	0.183916735191674	0.194950340672053	0.167678541534449	0.12252923669593	0.238989302094369	0.214031226081297	0.185563099169161	0.129027298913416	0.11310975748044	0.22372419707883	0.134353769796898	0.224956251619124
1	ENSG00000005022	0.386571927769313	0.35218590597646	0.175132411101139	0.279968404124212	0.173329186050652	0.147824798114055	0.219530480865005	0.211305605342102	0.219894749225343	0.331423010069876	0.1659298604282	0.194928248427368	0.130791733494825	0.363982436462251	0.31848570314003	0.420060726847521	0.501782911300764	0.490192720147945	0.162414001196623
2	ENSG00000005059	0.392634772769093	0.301095023886131	0.301814984102507	0.341880422729	0.288645164935425	0.352700875283425	0.385947801413525	0.546576006215581	0.349379523142034	0.234766657526361	0.178116332974558	0.0705221785513754	0.296824744881102	2.22044604925032e-16	0.0606007089231826	0.241390229685736	0	0	0.386484886946839
1	ENSG00000005100	0.223897660174657	0.10028715675613	0.051661364458138	0.21151803830789	0.0862699678803945	0.0349689519812552	0.0556572926078704	0.11630773597423	0.068126832968989	0.0819172862192958	0.0193807582046732	0.206816441780784	0.0360272258986628	0.0179455539030025	0.0644281697342573	0.0193340844886427	0	0.0285206005212219	0.0440765876928945
1	ENSG00000005102	0.121457762027565	0.110896204055311	0.0236992472091019	0.0841988881706799	0.0797780753651958	0.0844812494733793	0.0159124254877421	0.0922474467158504	0.0780100368475297	0.0126743916368234	0.00779454486878498	0.226556886579169	0.150779975066034	0.055260053111522	0.103400989930405	0.17931210471993	0	0.418683269197753	0.059802415902122
1	ENSG00000005108	0.17427682028346	0.425528598415874	0.225347830596676	0.396328695448216	0.082868253858177	0.127798721044438	0.21941341033562	0.159741450644237	0.308833045748094	0.118980861966269	0.375579717661126	0	0.255597442088876	0	0.202854782133035	0.463017401478591	0	0	0.883052082518536
1	ENSG00000005156	0.344401684573465	0.294325910394878	0.135345723788047	0.140585148662917	0.155811640962165	0.124606292515504	0.126015116681669	0.160470945841977	0.135055344248354	0.156497082701256	0.142313284073757	0.247087145330512	0.140614588933471	0.135178728043256	0.147089154779344	0.264512158982114	0.116760105549493	0.0430157407331022	0.245139876001706
1	ENSG00000005175	0.428782152496891	0.422043492465859	0.371326953711779	0.344293834808857	0.438708921983547	0.405261856211939	0.403356128160699	0.37482481523711	0.27057824941839	0.384756565580735	0.350263684302155	0.505853799894947	0.36963131759832	0.330967859739093	0.249702260460925	0.244866322021692	0.0919013116452007	0.465377523349832	0.359967470986187
1	ENSG00000005187	0.444897484166138	0.49847601976786	0.363452830466863	0.340304564200323	0.455224734568891	0.390771665434678	0.426155862920104	0.319182702806928	0.238323039861611	0.294796675367607	0.317989792125013	0.42702985495894	0.389605116232339	0.290687023132706	0.191993393393295	0.133099040974822	0.29097756914834	0.226737495096174	0.387621146592639
1	ENSG00000005189	0.294492841925912	0.481647625639447	0.238832014512066	0.571876235317583	0.2746867140809	0.281169624517767	0.319677276104266	0.255630129119744	0.301442686513357	0.307939722204298	0.19376267654741	0.176417913587602	0.341518248733642	0.101155160890806	0.0663985046206107	0.0312304750404868	0.045037181418198	0.27957789725281	0.110023162180164
1	ENSG00000005194	0.37525502442777	0.389088495137227	0.346027297957337	0.346043528341421	0.39656011867865	0.353522538449134	0.387228539992928	0.348190585020646	0.354119786903311	0.345907708673141	0.327713568227127	0.39742200845917	0.361735765261567	0.285010502480183	0.23629513769864	0.186318342397899	0.325490514611294	0.312790429478804	0.327859716763087
1	ENSG00000005206	0.607723446303849	0.504086249299595	0.379244679102314	0.55954257757993	0.489779458229162	0.528792783370079	0.551361676625597	0.569643176413855	0.466351508467304	0.478760573183199	0.269273722750762	0.565277553925223	0.580218485732164	0.486652528068484	0.365949894621865	0.399570394674723	0.333583318085718	0.395203936450091	0.407976712676248
2	ENSG00000005238	0.310488580214394	0.324425761351609	0.267673032440766	0.260115599067129	0.2411092701228	0.258103040351256	0.309311106586858	0.292016693466236	0.205416430188149	0.184574514318165	0.217150134984214	0.172069985926167	0.295592904869303	0.14232719542883	0.150088511586798	0.131560708159381	0.123097581083011	0.144671698902086	0.12377280170238
1	ENSG00000005243	0.330181901901567	0.22805001935956	0.252180343513409	0.209305289290322	0.295742969801988	0.244889387056926	0.266597092252143	0.193306073587456	0.190821778268967	0.205940658468532	0.207308480468126	0.159598373784419	0.163781201891818	0.194681522506602	0.23840035283867	0.187589313568087	0.255205927944914	0.143482233263493	0.259643793614675
1	ENSG00000005249	0.25039466006339	0.161933138844786	0.180104107773737	0.101142791739859	0.124898710801298	0.117259340509738	0.111506447149724	0.1424162621652	0.151492384293817	0.18359485578806	0.188136408010596	0.11181445840771	0.120708979421166	0.112444729844988	0.054771239289161	0.0413237012253432	0.188162278706195	0.076111694039356	0.150353593374374
2	ENSG00000005302	0.148068169275573	0.164415910150547	0.21403441146907	0.182573844003839	0.184984353526717	0.17581046147408	0.216676366867003	0.182452357171629	0.111196883549706	0.170659867722813	0.231000971586862	0.226490542800034	0.15056496594812	0.212218976889967	0.0965887800869221	0.105293324504388	0.151461747217939	0.147888460649507	0.164599150010435
1	ENSG00000005339	0.425718662895809	0.385994978027709	0.318471215349994	0.342374193512835	0.295399818926584	0.230762220282545	0.27517838638491	0.290583460886672	0.296145515886543	0.263463565332526	0.301386285159096	0.491711163537364	0.275331113771213	0.188992503459958	0.172551631457257	0.101205971744734	0.110729570441115	0.26674788685031	0.157098765041892
1	ENSG00000005379	0.576883189201453	0.623381187518066	0.530696380312914	0.505771571820468	0.540794124901336	0.495067562006716	0.612254113156903	0.580587216758861	0.235301133088542	0.454786103550943	0.50403492048153	0.494806343734226	0.395134289167663	0.404258946118794	0.293058252447167	0.29232024909557	0.15917598342102	0.356123868746683	0.147135392405902
1	ENSG00000005436	0.430141557459498	0.582104668001351	0.50044442822315	0.468485605117057	0.464478899390584	0.48021874375485	0.375015831072968	0.533942003504757	0.399527536011215	0.424853409054839	0.517108212607365	0.547941547487604	0.499062787757093	0.467445769165527	0.32196341024367	0.399458216680848	0.475358347905886	0.290930349916512	0.346926124512412
2	ENSG00000005448	0.235974933966649	0.276492524912703	0.180065226405478	0.110975451365398	0.211682843461016	0.177678713868333	0.201673926991973	0.293216182848169	0.196404068282967	0.142577320799591	0.166883340407943	0.12026269568191	0.110584526645388	0.145821081682144	0.0396738134452002	0.0589364423913767	0.148580180853213	0.117405249542615	0.201314429700841
1	ENSG00000005469	0.287609017434229	0.308656691501407	0.274059228297356	0.174812234847986	0.38665083633785	0.343563455803848	0.312378247001987	0.355264924268859	0.204912195823907	0.137245329855779	0.2242688842845	0.386156747785862	0.279474395992956	0.161482362125333	0.123525500565298	0.0652080159602857	0.0672820318327521	0.137255383221153	0.39052740360007
1	ENSG00000005471	0.354338977409074	0.34230522533125	0.334874762965082	0.370695121632738	0.234797853664025	0.241035878526732	0.225059655547233	0.387397189178261	0.227023228056283	0.293230452348455	0.291598907258356	0.400216112949958	0.287109643224463	0.0721862539025936	0.163338126631803	0.117926071318184	0.150465561124467	0.0793362934897628	0.0397360535031274
1	ENSG00000005483	0.486974537827042	0.333605297061299	0.26478586705573	0.259053074481413	0.289967208547116	0.247028597505878	0.253393394033411	0.291481154176545	0.343250900885569	0.303112263561515	0.232614139290652	0.293867374879444	0.261447249804148	0.219180461904639	0.227968397063528	0.204751352279571	0.127639055436067	0.174509501909736	0.295219540906187
2	ENSG00000005486	0.206739009991563	0.215943316805772	0.144113846565572	0.249643470168283	0.236219786985013	0.295141313920598	0.234003214545942	0.205958508447313	0.24689460485144	0.194922209090103	0.118472243909277	0.35097806395969	0.31058420802909	0.292221107770795	0.208071499607983	0.405371410619778	0.286402904841294	0.330617105819594	0.282291079228655
1	ENSG00000005513	0.358830377087944	0.415751575085296	0.521312067379203	0.394507089212273	0.690039356101976	0.524789358565887	0.687052022269073	0.601349567704283	0.208244287589793	0.304077754943198	0.399186260198295	0.672768225870873	0.435731476313967	0.136670745599381	0.418900217009803	0	0	0.505412769543613	0.281593791208472
1	ENSG00000005801	0.293615768203822	0.319305001180236	0.223218974566381	0.291541524200564	0.172340524274703	0.132751143412366	0.17869657916996	0.258187361725263	0.222662227517681	0.176625507416137	0.207102790886734	0.273783729548141	0.172609088093135	0.268106465343854	0.145798611923081	0.0311425428831996	0.0840480731395716	0.114284586407975	0.19384302460351
1	ENSG00000005810	0.28052876969827	0.241078759260948	0.206919184681199	0.24843579474013	0.20253329694407	0.173954302540918	0.159927364765649	0.212026419268578	0.182113352635612	0.188919186379018	0.217130562684826	0.341139278065279	0.232526650493996	0.163922521873403	0.0980862214006415	0.0825834484736235	0.124095060568084	0.100013147926697	0.140842652232309
5	ENSG00000005812	0.219278454134916	0.144058711795332	0.126830335345523	0.194709710322697	0.154834998469668	0.155974978594743	0.230414713957913	0.169859161058244	0.173237989373188	0.19059810369425	0.0644321074917487	0.205707078601454	0.155158770097183	0.232198791671218	0.307910299558622	0.282744585147692	0.197875293999552	0.390706388402103	0.16090670576243
1	ENSG00000005844	0.165132895357646	0.221906494994984	0.0447839556755198	0.124722355019013	0.0814570191740796	0.147013596424786	0.066867203953401	0.153474566390459	0.0546048659115515	0.040504732776929	0	0.0158597466406101	0.175315033891413	0.143265130349382	0.114147209164237	0.184534797753535	0.107762874039593	0.200277954016737	0.109197342991206
