Phylostratum	GeneID	X4wpc	X5wpc	X6wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	X18wpc	X19wpc	Neonate	Infant	Toddler	School	Teen	YoungAdult	MidAdult	Elderly
8	ENSG00000002586	0.17032341718852	0.0562003836745701	0.110557507791588	0.185813935766457	0.0792537502318542	0.0737873792894699	0.0882382650634719	0.137062720093263	0.174116928278306	0.141183518777996	0.116835005727275	0.0922669636960006	0.0792090236127368	0.0964318010442138	0.121988732484785	0.139609460665223	0.104161452195337	0.0756390853240247	0.096637164210871	0.170384467744148	0.0657682691971778
6	ENSG00000002822	0.101353068180273	0.216013880977479	0.150264343659939	0.153395415076722	0.15788252225926	0.179788379464054	0.110218048113197	0.244687547052951	0.152127079616583	0.171076766946908	0.131533998856243	0.192958039317634	0.23351378093958	0.183487389388277	0.150893163946012	0.069733367649399	0.231854936260441	0.157139925534325	0.178550754700198	0.0628545966726335	0.156459554717478
10	ENSG00000002834	0.175926993547651	0.023388625928026	0.0927453701499309	0.104476531917991	0.194010981865723	0.122459906118008	0.206258921183361	0.166961135024082	0.0831681183910549	0.169862466137582	0.0416454918456868	0.160512228537433	0.029726528822871	0.287242789138695	0.197214464767804	0.198966491827631	0.276811632286658	0.204561193255605	0.201827781147844	0.16256075727522	0.178118550589981
7	ENSG00000002919	0.332077310300385	0.147476517137251	0.178394371110286	0.241851455318647	0.163255230864207	0.0972352410822414	0.0234843821511856	0.211020893018501	0.477947788414403	0.0752535696220452	0.24028685286097	0.276599428885927	0.142472393735334	0.056797354017857	0.0630284473616605	0.133647957024221	0.0826785232207392	0.0507998069751896	0.0385847878335706	0.141207220796754	0.0127337177309294
8	ENSG00000003056	0.202203267496288	0.180785409097748	0.196380916929936	0.193907210767753	0.185330485870616	0.171721730027424	0.139514980434114	0.18583097758908	0.236223798137681	0.16366768676313	0.237734755359032	0.20795120895512	0.183131766569829	0.219212848606723	0.198809197422741	0.187790114750759	0.21055096174002	0.104062075716331	0.119499934202686	0.271826223449724	0.131116362820456
3	ENSG00000003096	0.276689851670964	0.0753148882134738	0.133742215861085	0.252176775017406	0.0628499114419958	0.0689866955391017	0.00387470708936633	0.07902671825669	0.223158003951796	0.302186757221306	0.116797333759585	0.0737351738990428	0.114977825898503	0.134937506942124	0.0244109198431979	0.18675107284331	0.0171911610415254	0	0.0264020153545642	0.0661409164172233	0.0365680419733488
6	ENSG00000003137	0.34385901862296	0.151255807902942	0.114255477909254	0.284815725774576	0	0.0553781193661639	0	0.0947366865487625	4.44089209850063e-16	0	0.125654454491982	0	0	0.219113685992358	0	0	0	0	0	4.44089209850063e-16	0
6	ENSG00000003147	0.211857205774725	0.201249384607125	0.246347793456881	0.188618397333185	0.161321593585743	0.216088727746083	0.14136106883195	0.190169089618336	0.221362551631918	0.159460627185633	0.268237521115325	0.15096311179295	0.21391920536538	0.272173765994404	0.142079315766509	0.192964626914315	0.0803578526836838	0.148878549293027	0.203000890541731	0.188841618264935	0.188743805483389
4	ENSG00000003393	0.170522666528432	0.196030493773743	0.178546172282763	0.200513990689668	0.126713127675353	0.1538368000611	0.0635356067914855	0.1212035870721	0.185957551092437	0.162855268143702	0.259943323020167	0.165936244571266	0.209830222973998	0.126411748070634	0.112726252283242	0.12299622777911	0.0751928717469963	0.038702103327438	0.0850703397064924	0.236069094191519	0.0763955254804613
8	ENSG00000003400	0.286413588610376	0.224128957078	0.220983692898726	0.329962015739146	0.156893448604756	0.19749598140988	0.0871480938289896	0.201294601140786	0.374499873041719	0.225274294651772	0.324671999296723	0.254684142241914	0.29574708931331	0.110777838478335	0.0989388228417564	0.100766673959149	0.0400034721172405	0.063429034939432	0.0798065610564259	0.208406068397712	0.0452089902311951
10	ENSG00000003402	0.435439579664642	0.507475184971348	0.436032827801552	0.470206472365709	0.391545987095052	0.410621252882507	0.313967255135246	0.355371106414677	0.382287282294404	0.405994802198808	0.526851321762017	0.472790941641441	0.51451729740858	0.51220564084802	0.428556133111793	0.503811859838524	0.352151598221119	0.271477853210517	0.382382429975262	0.382990054194015	0.330154749696933
10	ENSG00000003436	0.323339714888639	0.269887361436503	0.232372982540354	0.302420299026105	0.198015404103554	0.252490014965226	0.151062725706794	0.257932137035867	0.289910219922344	0.337525720442783	0.327544623069637	0.302833567837046	0.33847549405321	0.384885705497372	0.434494080893224	0.360050325652039	0.278683311764579	0.0812087918405268	0.256009597558612	0.272800433004459	0.152685101979356
8	ENSG00000003509	0.412183287025882	0.307034804800369	0.296001101942721	0.416850604664474	0.24975502453955	0.358101610886143	0.264877368469787	0.35102816871762	0.195673939189466	0.22492637110658	0.284185629479373	0.240029994052247	0.361931695095216	0.379389720878143	0.507154371158268	0.148821109313952	0.20186209045048	0.271484853974889	0.324618190688785	0.135718010705508	0.271512461831183
2	ENSG00000003756	0.450945385610917	0.40523566932285	0.338962671970844	0.464120747290866	0.275003298890168	0.314854802546014	0.185511429030877	0.245163706114305	0.354008824832316	0.33957633004063	0.463744064183146	0.355633432408573	0.424495000732634	0.390435317761629	0.28088765809581	0.317629915394592	0.287125502762563	0.131133466791307	0.28069374776086	0.414094670254501	0.190002206712305
6	ENSG00000003989	0.128424032577596	0.0602276497428693	0.0557133996135318	0.0512877749753793	0.0482839123153764	0.0581234888279469	0.0450489861635882	0.131183341791185	0.0728273746120811	0.0329203677428636	0.0178284726886688	0.0329881737807942	0.0264454577329148	0.122864622807119	0.0116824747660638	0.0242287073841649	0.0122453640591296	0.0625199502688085	0.0228401509937104	0.0347418802113015	0.10573689358479
5	ENSG00000004139	0.500753947122017	0.410219540272475	0.421867011793327	0.57496048863479	0.350269659139361	0.318086685568777	0.290084409014726	0.287988328534769	0.207569320011485	0.198984113311712	0.416442857114014	0.248407493090431	0.296636959962805	0.35036269379392	0.586682492389706	0.769440629947124	0.573328216870374	0.414963701033304	0.54833277870391	0.235750811479211	0.567035190215751
5	ENSG00000004142	0.854750083979418	0.887276466657147	0.704026557930905	0.849430535260185	0.378544822471283	0.598876847551881	0.206607042522508	0.429236418763612	0.912745470920944	0.769927184654714	0.915967231992294	0.757089644942567	0.970459505916536	0.0395143542332117	0.511167214538008	0.385565937828928	0.246154581313108	0	0.325421622197815	0.774791269538426	0
5	ENSG00000004399	0.412657683395082	0.408894219375679	0.365994322483982	0.42643830525062	0.287256540635183	0.309475781889634	0.227807726295386	0.213810216223749	0.320581144940579	0.295260595112456	0.476496456192756	0.354821472484356	0.391475866887664	0.455715736479616	0.414490149549854	0.420748295264863	0.190660229467646	0.147182498648588	0.405376776525143	0.272779500984628	0.359899612450066
3	ENSG00000004455	0.207753467622611	0.182660014598124	0.183955044209984	0.22203804100659	0.145684245946367	0.178075598580308	0.110203245150093	0.138635190134313	0.241281291781608	0.188922686245596	0.222723284771702	0.188779709104485	0.213671917713702	0.143573114116082	0.1672499193972	0.204432845966983	0.208245710855139	0.127195000773345	0.198303148621742	0.223620007713202	0.140968521397099
10	ENSG00000004468	0.297561304488737	0.476578544137836	0.181721446266324	0.322792293820343	0.339660042882374	0.398147468314486	0.151323688368492	0.428888329117667	0.251171289017572	0.418826219671221	0.154189071722513	0.414417626347679	0.505040427939273	0.609107161820025	0.35204638918001	0.570383881431626	0.0917018341454133	0.0465471472481628	0.244070591779487	0.114231760356723	0.457719672999069
3	ENSG00000004478	0.474799424537378	0.350925901879649	0.320880756800514	0.414584456687694	0.351841369114954	0.260555621366737	0.26431982376084	0.294724077009864	0.39827680497633	0.32888474164966	0.377718480873146	0.39731398403247	0.344203738437361	0.237580739576602	0.348557976255397	0.155576070532628	0.0885360083475971	0.0698517296885172	0.171009200807556	0.343818954265731	0.20795922469319
1	ENSG00000004487	0.232567489038561	0.186209425258019	0.185137109381496	0.234989875719171	0.143328954374174	0.163701567884607	0.116675877349548	0.110103439237257	0.159082569303177	0.236038585991092	0.252611974601518	0.17987371938498	0.205205087141929	0.219810797606367	0.199397642275213	0.21008398129335	0.170515889569312	0.0863296821438052	0.162038867321217	0.234588546683308	0.129184081624735
7	ENSG00000004534	0.449305780461011	0.421565142063205	0.38002080229586	0.420013861415961	0.316493843175404	0.33962837162443	0.231099476873492	0.310147162791436	0.398630399602316	0.394053372596079	0.437531721674135	0.414750756657111	0.438174709002112	0.417880556344243	0.338781413470765	0.431438808109738	0.38457871650876	0.13131178839034	0.342853201139798	0.466926462235037	0.244607121715168
5	ENSG00000004660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	ENSG00000004700	0.290889509153298	0.106465662780902	0.125501225845007	0.205878697994694	0.0745892634565015	0.156797930377359	0.00297113881332745	0.161858415686372	0.389432965484557	0.183374416554791	0.161953780729002	0.146470951806924	0.258408081410442	0.0603404034019306	0.188480220193452	0.0823774978486101	0	0.0139100501320142	0.0248392840900647	0.10486327119094	0.0131452132349141
2	ENSG00000004766	0.288649220272444	0.232588959182948	0.252411921668006	0.232990312114708	0.31909154530081	0.36312344787499	0.194928209042389	0.202755088803711	0.2693757030776	0.144164065367685	0.303778615409988	0.312657307995413	0.351533638666084	0.351193189145758	0.129556157412078	0.260576716937389	0.107508601225675	0.208158289707076	0.16069852398427	0.313194682706713	0.079592257702404
5	ENSG00000004779	0.0303291953597121	0.063297593180818	0.110228999301998	0.0137902805239031	0.112078851829793	0.126560013429863	0.103977602650895	0.101717173817396	0.00857270731169812	0.0111531330151915	0.0945893026698321	0.0520850657084058	0.103899019514881	0.0291815727052629	0.0365143604793609	0.0439179153844234	0.0362924230942352	0.18309330443748	0.0650948283722593	0.0182221536440803	0.193856053399428
5	ENSG00000004799	0.0433446340362395	0.0430230298673318	0.0273249155299121	0.0709005113190835	0.0238321359955758	0.0382470010175644	0.0319373048282019	0.0320229596950743	0	0	0.0460090541148974	0.00952646405302223	0.0307970995560587	0.180319746143695	0.0625808118648417	0.103922124839526	0.022900979469525	0.0157782727625313	0.0594509627497112	0.156016208997339	0.0675730272789646
2	ENSG00000004864	0.512474119927425	0.274416179662964	0.328171680768041	0.320543036376835	0.226858059433699	0.148427197219947	0.111092443120939	0.370450009004514	0.523550695588772	0.489480428680634	0.332824050461696	0.291267110431319	0.195297334562306	0.350453677709828	0.31864161280507	0.366541112984898	0.380760827347221	0.00223051364860671	0.198533779482919	0.347687169381062	0.111024611573948
3	ENSG00000004866	0.255553347568865	0.238218608191815	0.144619478531087	0.217338249603413	0.142874510884838	0.122050346592016	0.0938150611303289	0.131279457086018	0.159702358444265	0.125741092445952	0.178113621275649	0.142199254979252	0.132383857874724	0.198227204884646	0.216727082970075	0.161404692417505	0.165471976629968	0.151508712211758	0.155709842423583	0.170346485513191	0.147500485151751
1	ENSG00000004897	0.232389528543147	0.187270757524147	0.1942002686877	0.263024697612262	0.182375376518681	0.178888711079952	0.0920030782608293	0.211721459622281	0.369154950610549	0.216973515952908	0.25516294636577	0.263745096628759	0.24382482434823	0.136915568764995	0.136809695834653	0.0615146728987324	0.0854922087006096	0.0932535848524549	0.0884721583692096	0.109080826520221	0.0842950866671684
5	ENSG00000004961	0.411511987124524	0.433570718411214	0.388818111316107	0.447180557031524	0.494617268316833	0.439405042786565	0.231578662336043	0.402969753154211	0.244995953960572	0.550059214033143	0.455912695851281	0.497164168345411	0.493748310895163	0.325768347050124	0.46365028343179	0.593296414273177	0.902901639907863	0.178059949413235	0.489426820470346	0.600125659374912	0.06506139021551
1	ENSG00000005007	0.252213549584556	0.30722146359343	0.225612597899157	0.263269216458585	0.209368376283883	0.208111830022978	0.169684097893122	0.144078751063472	0.262110197475232	0.226081363921945	0.285217211594591	0.225363036693746	0.248285832615408	0.27007810795698	0.194917970743875	0.300285151367733	0.212588991142282	0.0780434902478691	0.191359929855872	0.199097418872473	0.112856725389388
1	ENSG00000005022	0.471488766405379	0.281334784036932	0.165773724886318	0.229577250226671	0.260118481098467	0.201140724602446	0.160108001673396	0.300548773027401	0.148537562283447	0.330944672282142	0.197293511243088	0.317591117099958	0.253175671655282	0.126411929366592	0.190358746611497	0.200656251366423	0.220077089726759	0.140252683681418	0.138634259242324	0.177966588965761	0.141998575298283
9	ENSG00000005059	0.281993153602065	0.351894457177267	0.435449637986315	0.593834540628886	0.437204993517094	0.199182308281036	0.234189565001939	0.309517574385616	0.478026279261127	0.0338330473358086	0.452423145565923	0.386896790726367	0.124443647168788	0.244456226976628	0.440239119045374	0.291891053910133	0.437454712360875	0.376710581312663	0.317347766836862	0.26298337269496	0.243808994060225
3	ENSG00000005100	0.193991653564937	0.0811132296604685	0.0961180180785404	0.169806430756371	0.0493742490966647	0.084046308696409	0.0111458661959123	0.0591539313282013	0.173121620270984	0.0517754559068671	0.182114382007133	0.077799587427475	0.117984919407802	0.070654397355342	0	0.0206448297703758	0.160680002856298	0	0.0294255988726467	0.119106490026526	0.012940248983214
4	ENSG00000005108	0.361005591976306	0	0.187840766112121	0.231122362549545	0.208783661666184	0.25082768690985	0	0.180274939253736	0	0	0.375681532224241	0.160249903610855	0.123625503495847	0.446965029791163	0.517994141822951	0	0	0	0	0.73970641174353	0.423031277516174
4	ENSG00000005156	0.153445145573453	0.216359874971268	0.0969296599274969	0.20836927814084	0.111236780422551	0.137877855235064	0.096316873308647	0.0403066748429956	0.079363813258774	0.0853975125023627	0.128350380506886	0.127570981180851	0.1740437920432	0.117957349562719	0.141510419918266	0.13473099472086	0.115447270193198	0.0676482121903672	0.122014607767628	0.0632135162212077	0.111962581362145
9	ENSG00000005175	0.556032253742629	0.440504633585664	0.427207354348895	0.488295293106897	0.469487887444229	0.406394213837391	0.423852185774212	0.328386412077201	0.459817284762333	0.54228898366378	0.458462833493197	0.523711331331328	0.469223773485745	0.504169392402797	0.344180329906557	0.504712527500097	0.503916366749843	0.321746820484694	0.315360861320539	0.381467952955321	0.425893408268996
9	ENSG00000005189	0.322661641501339	0.255526445938441	0.335549709481299	0.480121692277156	0.474467276653816	0.381646436837123	0.257688513932864	0.32621919894653	0.481501805223288	0.391041548854492	0.325435425868795	0.555781493479425	0.459356435950643	0.273017410928035	0.0462519725055678	0.221624518754958	0.170519689600246	0.0516845685204672	0.0966441380368529	0.156505619134706	0.0694640357579975
5	ENSG00000005194	0.34402629716612	0.345689000103599	0.345402146279523	0.404994771575381	0.268847050575536	0.293509783982563	0.220465522199231	0.226240022796232	0.320323106701256	0.341894867121282	0.441514740737126	0.302739798665939	0.299344396538511	0.298846337784905	0.328370531044285	0.236521656429655	0.422622153105195	0.166561645488225	0.221473421473101	0.414405668499456	0.265257541247116
3	ENSG00000005206	0.656957954791009	0.429432879730177	0.529058133300227	0.64692234280018	0.513758656258758	0.481026128111168	0.433456486454957	0.471645211109282	0.703277516790031	0.547717822910182	0.604279449994866	0.598641440678361	0.529264331909386	0.570286321507115	0.505431599696767	0.632393985453872	0.638633463121422	0.247882736934664	0.476242132647546	0.753332567967959	0.356159219399459
9	ENSG00000005238	0.237468132337933	0.210060275650041	0.211211283147941	0.395431172848373	0.211932703425827	0.190297803873206	0.119849515916276	0.226723822153859	0.541906095386318	0.27222721437473	0.262113980212559	0.297352329029697	0.266940738972461	0.240810663898737	0.258858361693852	0.211159084466421	0.157489053712771	0.113136616613382	0.145067722285735	0.176173436446302	0.0740540894153391
5	ENSG00000005249	0.136429563062835	0.160021209021206	0.0798833650401623	0.166872270860795	0.102801806836011	0.126818381474646	0.12900432708843	0.0381959818457084	0.122879424769603	0.0729952046465933	0.122744916836695	0.129576559409221	0.151707969059765	0.250514105196357	0.0935548858361273	0.0991020615233886	0.142724610964867	0.0853297469516583	0.0938694332000633	0.0936160756426798	0.038869683258803
3	ENSG00000005302	0.152047236459384	0.155277810325351	0.154293772748281	0.20031164849706	0.159379765570367	0.194430203706136	0.143430471072768	0.132715492422227	0.158688376992733	0.0902739997586421	0.193791838573115	0.176602988211036	0.23479189719497	0.234170905128164	0.201479955931104	0.238251121635741	0.145473652119858	0.107033554456952	0.173880525441899	0.110583298512857	0.0929082083968959
2	ENSG00000005339	0.335888628148255	0.30876384194016	0.303501586844024	0.327877927011906	0.260713334842375	0.191368269276133	0.214777497712423	0.222718859943573	0.294297774440232	0.234644183755221	0.3394573249219	0.330050742916757	0.253354655330301	0.209718061703295	0.129981376879504	0.0888585173558841	0.0678934543813685	0.168927583430607	0.147420151194138	0.330112820958805	0.0963344863432754
6	ENSG00000005379	0.546227558499565	0.206969612301487	0.508056036028455	0.48591143019651	0.347570007180026	0.41741462105921	0.275540475564974	0.305804865832929	0.367294278484999	0.36272481606279	0.561082649106542	0.363863324055684	0.539460853026183	0.244975874108992	0.484482746062301	0.576727916357682	0.549576958935087	0.249669823683277	0.380385837455086	0.39582455878597	0.42421360293026
10	ENSG00000005436	0.480806170789801	0.498478709776179	0.472868324374896	0.512339545189174	0.358361129705694	0.428411287084389	0.301152164466224	0.300103596598282	0.427360598592567	0.417915871037382	0.583530655161621	0.400839410456514	0.524868462721576	0.366737848152715	0.439218013373037	0.41831327686209	0.364264039199969	0.244225587423007	0.369011227812653	0.514401253269092	0.307839671158229
5	ENSG00000005448	0.183544426146192	0.348230985634932	0.153365845607114	0.122195705966845	0.136312664892273	0.119560421947341	0.106878351125104	0.19767604387216	0.0454331921673375	0.154319919937934	0.107566078305224	0.0506009296716114	0.0735297753746604	0.31315796188468	0.169569383443386	0.231959492470399	0.21818015770714	0.232452236274077	0.148150047456928	0.0399516496827979	0.0221481822292372
9	ENSG00000005469	0.224728564617974	0.232219716226781	0.133247383860314	0.123561740703142	0.140989926073164	0.111654995208149	0.117441522684607	0.113758457497672	0.11290628090611	0.0810659166875396	0.155464591247117	0.106786389077317	0.109686257678273	0.117949510953684	0.177728678912426	0.233965764797899	0.166063612481887	0.174253276840756	0.205542606682222	0.276798340281999	0.191187499897593
6	ENSG00000005471	0.254353212587175	0.159818029406795	0.149369452946772	0.243434954184919	0.092212693094351	0.150869183958731	0.081594994683142	0.205155887730933	0.272144667863363	0.208804626589932	0.163957524850802	0.147023068737097	0.227237023622206	0.0685637673009721	0.121190939610661	0.196064357300782	0.145164086571514	0.0641525757557433	0.113062505638293	0.187420361336558	0.0919492191174323
5	ENSG00000005483	0.346735768914058	0.295450799348378	0.236006538928584	0.352765728785997	0.264406028865771	0.232655954539111	0.242407196211318	0.215897488341377	0.305390783552775	0.276750400189054	0.227474470016445	0.266382804452795	0.258963094217954	0.344089710904548	0.233810494515972	0.315481344330696	0.266953876719976	0.15113196941502	0.220547411031491	0.252689771129107	0.290776694083703
10	ENSG00000005486	0.280171342514271	0.172660261435286	0.246226679609574	0.225387775760384	0.215036806560403	0.190230727006217	0.13682977744044	0.13133649634923	0.114129440847434	0.335040601676821	0.352705734723693	0.32307166979316	0.238653610090787	0.220077535915269	0.450579940684989	0.228318046683615	0.160912935217303	0.127741349208576	0.204069467822215	0.30255547400875	0.11689334436971
8	ENSG00000005513	0.317091200991807	0.208578798396082	0.150975230226679	0.520192110351688	0.235954177891616	0.243216219204246	0.569477867271648	0.226024821361414	0.174146051363379	0	0	0.13212869205505	0	0.270106341400018	0	0	0	0	0	0	0
2	ENSG00000005810	0.24948362654741	0.23905777848529	0.218331862964876	0.262763536976273	0.151796170949612	0.179658762926596	0.0777472722915849	0.104832540413603	0.195184080654298	0.208690751192716	0.32865406604735	0.166551861731459	0.240610982448667	0.196827857994089	0.184905779407308	0.243166635342306	0.164520828199971	0.0606474489335683	0.162522606037962	0.292742296273902	0.130085996609666
1	ENSG00000005812	0.318182690810263	0.091608075443857	0.213829583663573	0.247475023374248	0.183459167765415	0.157926409488303	0.199331835636967	0.321911458286594	0.461642210326831	0.350226937965812	0.178744078934023	0.25154664895461	0.158564524825712	0.221084281153028	0.248148633736251	0.241220182853537	0.122508275507074	0.158057027118693	0.174669084161074	0.192202407218225	0.188594490764518
3	ENSG00000005882	0.471454767263233	0.353022888629507	0.320069820439215	0.353780794360646	0.236538604071055	0.245067563934591	0.147775855749518	0.218749492024061	0.315748746369353	0.193615752073016	0.357234106640825	0.327139731938538	0.312745048465357	0.181616285350647	0.312620107491506	0.280911907473162	0.23096306824045	0.107028904235043	0.167808709495644	0.400453341278809	0.178593585027359
9	ENSG00000005884	0.12228473845341	0.162776996249645	0.2208956693106	0.0675974814226495	0.0749915835879307	0.145823129557129	0.130723512442771	0.0166290852402429	0	0	0.338718843635784	0.0160989868787447	0.11320352119998	0.323840718050507	0.348853503752513	0.279923176153109	0.376289318368708	0.281546259006602	0.302337054239614	0.081105498564721	0.415023213014427
2	ENSG00000005889	0.549472068452252	0.215405731403925	0.334252672832981	0.384777588896735	0.155344663590424	0.246914095122803	0.0915997639162704	0.351929345800927	0.536189439840933	0.482662286682368	0.361471912559047	0.293742034998772	0.408541184094362	0.325931531705498	0.177493740690568	0.263516495614013	0.203394527882315	0.0289280978318895	0.0729885647918038	0.241117863093749	0.0453331539930715
10	ENSG00000005893	0.486832137513262	0.53669649693596	0.537152578299047	0.584405777288032	0.481330336977311	0.561426691179246	0.522661363855489	0.460469294699243	0.509374786086203	0.568350412812135	0.58028344096157	0.525766091544737	0.544628274665803	0.634676318511436	0.687797157876248	0.716583517815122	0.65851743139162	0.413773797879593	0.551287583444842	0.647045343821754	0.511779183442762
9	ENSG00000005961	0.19371109610982	0.282559817629431	0.271259560005819	0.300895044208383	0.213364183296709	0.307940134214081	0.172319772695371	0.160550905079009	0.313472907519145	0.38027660806981	0.369910134248623	0.19401970405247	0.371665021471148	0.251304467092756	0.170573032449307	0.130637903554616	2.22044604925031e-16	0.040253778262878	0.0505973575219791	0.0869706175915607	0.171621753927494
8	ENSG00000006007	0.416666605626551	0.157003196255548	0.192352881141974	0.392348202191252	0.12389934003453	0.174467692138995	0.0239567140287164	0.203327042165037	0.183583234062988	0.30100509130153	0.2432477973205	0.222149690893377	0.288753156958248	0.159296594956434	0.120354342648182	0.210673378102224	0.0028795259267721	0	0.020093193590668	0.0616107406129283	0.00193719210018539
