Phylostratum	GeneID	X4wpc	X5wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	X18wpc	X19wpc	Neonate	Infant	Toddler	School	Teen	YoungAdult	MidAdult	Elderly
2	ENSG00000001631	0.21808457168517	0.204394985492922	0.169901408892425	0.16326058979882	0.143486204408952	0.231378309607274	0.130273060519709	0.240436672066293	0.156219941857345	0.177161842021034	0.201173300558989	0.18654705806042	0.145495672159611	0.110403382793937	0.0821718906393193	0.0873512783777565	0.0448391101869161	0.107443515874192	0.137886177848895	0.0712868306087303
7	ENSG00000002016	0.237709322034296	0.242529668815655	0.30726131907256	0.260023361903401	0.237045680313211	0.286299752001212	0.228099900656304	0.296376043498566	0.238689170474156	0.288317231199227	0.341875490207917	0.278749301917731	0.175421670039259	0.143022547118297	0.164485526946465	0.132014801581207	0.138503622268435	0.291629254414235	0.244814367284893	0.125873127717119
5	ENSG00000002549	0.213827615138473	0.182382124606582	0.312888271359547	0.284232538140873	0.226203797329876	0.333267562589443	0.16481009385761	0.219000074841476	0.208698651171113	0.247429810868086	0.197471112145656	0.20233815393717	0.185680489115378	0.170604908353714	0.155109313325837	0.156967749695378	0.142074811563941	0.141652346276893	0.126625974748217	0.219906114031337
8	ENSG00000002586	0.239936021262146	0.186256689722423	0.224089074376062	0.170445294852059	0.135072426597504	0.287899583727518	0.187832694763816	0.0894525307707545	0.127299375474385	0.254133135343886	0.185897385444386	0.138532415652908	0.144872641702969	0.165695582035962	0.134730782928221	0.0508161667095661	0.0755776579215414	0.13183927143937	0.126750352930709	0.0942192467695911
3	ENSG00000002746	0.21321378663356	0.41903100884512	0.320888083632684	0.26400275288369	0.240545251069042	0.407092146827814	0.176229867371509	0.239615880131411	0.216695606357275	0.30727946364058	0.210665104653164	0.273695091799724	0.269553006167169	0.0999094163550295	0.233332163134794	0.0746746511839173	0.0606491435135399	0.278396724882918	0.158638775202004	0.115188464442794
6	ENSG00000002822	0.123458549591504	0.180567490782194	0.163077841886742	0.151525444478613	0.165694113454756	0.294511209837023	0.142824161476722	0.057321003756669	0.162693560143264	0.0987907457580993	0.153039521209218	0.181644494163252	0.124941199512685	0.154489691150892	0.18840843164378	0.18190644141789	0.140312415346098	0.19661925826375	0.155811612019572	0.187778288783836
10	ENSG00000002834	0.0687626287613797	0.118833668053295	0.0817996998850601	0.105218052819289	0.123993812460312	0.0899552401847745	0.0807476687240554	0.0288676936753491	0.0908380715291663	0.145257345573773	0.123810814900617	0.0934369091205764	0.125492617186522	0.138394135398003	0.0963874681838747	0.208981639356222	0.234418339808287	0.146879288072628	0.100458463260336	0.130932325693809
7	ENSG00000002919	0.299081027599437	0.210461710669715	0.2978484619125	0.242559644482586	0.209954667454048	0.342560883439704	0.156302364641618	0.397537259186079	0.241917110023015	0.215278878660614	0.37658255868207	0.270915571449827	0.216836503869967	0.149517407858287	0.116501127830278	0.102776274232058	0.0296571186733987	0.12055901580227	0.1685687589808	0.0684865658872543
8	ENSG00000003056	0.30780167942688	0.239798986432153	0.329931847156038	0.255893481806877	0.254786998983774	0.275443292804241	0.247391260046541	0.124595910794604	0.220113644134028	0.278976747338191	0.135072277480252	0.282495026122597	0.258171198881538	0.231946535674133	0.278850453810387	0.114915427592306	0.12716006192362	0.357401480677799	0.211010932508077	0.167096431238406
3	ENSG00000003096	0.149190178829272	0.161486303228089	0.224573266897978	0.235558951603896	0.124474407725383	0.209410165567375	0.201941721559394	0.114494995018739	0.368510508731389	0.303930133426419	0.259163895669789	0.168488785081701	0.203483410514029	0.208542024670439	0.169771265065937	0.024451827469639	0.022697135351134	0.123560185025083	0.119169350636898	0.0566427287909602
6	ENSG00000003137	0.303794327667493	0.182212908089902	0.156511105402355	0.296231716730208	0.130291949555836	0.805342550715829	0.21830485324311	0.547083574038878	0.311797937770787	0.272056585730573	0.265115850943517	0.197700720654208	0.239491675393345	0.186360628836387	0.134220265328848	0.112108132496056	0.146832781923552	0.215175199088746	0.259354769617476	0.118154350695243
6	ENSG00000003147	0.246937259908553	0.256597085571985	0.247178828719904	0.304504129390861	0.23476424785821	0.434876328113543	0.188300942441874	0.273333993674005	0.325058840345839	0.354335262325528	0.24288790211484	0.271608246857863	0.29638197593994	0.240277676188286	0.17411491810075	0.132626213425072	0.180368973353466	0.29823606754896	0.389851950098905	0.146440255480379
4	ENSG00000003393	0.238812089172721	0.20400539322101	0.149379532588211	0.165936069919442	0.151967613071685	0.20586852654744	0.122812864805727	0.173706868779109	0.100010264228066	0.189138557861099	0.176384405782362	0.211195806601034	0.126955714705437	0.116726540798775	0.0507186669820172	0.064858577782974	0.0479801237914386	0.0945500011176302	0.130230288945413	0.049000958299533
8	ENSG00000003400	0.290573426444178	0.39633769411024	0.457596016523189	0.216078890853561	0.37124934011872	0	0.213273998754208	0.481563168985817	0.460150658405482	0.322600594580746	0.276072787450065	0.567012379144165	0.155582968128639	0.249412631630841	0.205247444900886	0.180194642387642	0.0291155593725456	0.490846294799576	0.264905889701877	0
10	ENSG00000003402	0.414800921581689	0.417528682675339	0.405011426797518	0.29792513659429	0.304579647606751	0.553126562265578	0.362145651992222	0.269782406976172	0.345033153038999	0.383170059842103	0.188846498163364	0.353011330380446	0.334075337268034	0.410982775718512	0.393904525991217	0.277212775643678	0.244407895121903	0.358491685745424	0.298685445574667	0.28163459624324
10	ENSG00000003436	0.417120411264012	0.345881813230776	0.239560748622625	0.194040436043613	0.230775194637165	0.318740652081386	0.163264196261555	0.467096151196003	0.112583297984204	0.185999178028153	0	0.291615676008847	0.385748347009858	0.20702803034578	0.128234178277761	0.0830014039833579	0.158207412009757	0.252697294816427	0.075900698660922	0.135980520888242
8	ENSG00000003509	0.436292283717423	0.450122147393043	0.347463180987238	0.264738134957726	0.446896597028003	0.356622432561918	0.262438173898266	0.458684235583825	0.414365889542726	0.525129543577612	0.255903470855075	0.541024939924106	0.260387685131234	0.211631013311762	0.175440615163166	0.198348355607613	0.174282848258133	0.27233806401542	0.204885767640398	0.235277635319123
2	ENSG00000003756	0.44350389724879	0.424979340806743	0.380465478163191	0.372086922215591	0.326794068835749	0.456755378815991	0.272147070146961	0.443494389096174	0.286847185323468	0.384257256811516	0.338213892544678	0.40501770861528	0.344990380974032	0.278643383518127	0.13277684528681	0.156066125722443	0.135193038539552	0.272085046353987	0.308370836725698	0.173613890530242
2	ENSG00000003987	0.310624602526115	0.0894861663536556	0.245398825060964	0.114825169278432	0.172390634131926	0.122928098545576	0.165723882637514	0.101343447771316	0.222056516472371	0.287981587496768	0.0978967364222365	0.255654095358351	0.254425394458842	0.0894760344249581	0.179198580935808	0.0770491566712506	0.0213175231825797	0.171865339727073	0.169030988792743	0.0726125860875249
6	ENSG00000003989	0.0410857359862842	0.217061196168718	2.22044604925032e-16	8.88178419700126e-17	0.038088796613607	0	0.019302693810556	0	0	0	0	0.0609420745817713	0	0.103482528004072	0.184246203679121	0	0	4.44089209850063e-16	0	0
5	ENSG00000004139	0.276529465874821	0.285772157381286	0.290113892601874	0.303579957217541	0.270971790924689	0.228043290653984	0.207016571943835	0.437542129757481	0.216788678672223	0.261264422789624	0.310106220369506	0.282982390746427	0.21343686765952	0.243652701067219	0.135322898067719	0.141634249704964	0.133126960538558	0.167255986805278	0.274981992539964	0.146605436193861
5	ENSG00000004142	0.88284202314157	0.920941645894034	0.82268315493585	0.735983774413282	0.687915219575067	0.688478913509044	0.711492138131275	0.838937993520521	0.806256050178173	0.806260150096739	0.608657506226666	0.77612799404086	0.801727907547243	0.640546274901512	0.83888859931409	0.347904699613302	0.266194893712195	0.843123056321815	0.961488794419251	0.610961611661405
5	ENSG00000004399	0.434547703725856	0.408354210610166	0.365789014807615	0.374635966890265	0.419512892918816	0.537864832320106	0.376478040466188	0.393451294982585	0.412732801304267	0.402157680417962	0.309387506729886	0.501019353010908	0.3638715748803	0.403882493056478	0.313287219742983	0.276337890484095	0.242142706466297	0.37795340066087	0.400620308824745	0.324325235926728
3	ENSG00000004455	0.224630267645682	0.224052620041245	0.262212287431502	0.257311640087358	0.251960662632853	0.21920654207927	0.170680477036717	0.247355399452024	0.219089035521734	0.277852486698191	0.249927479500474	0.301743755297251	0.180795189608574	0.176782899513356	0.165758671184376	0.143322049071561	0.119289843098752	0.178948190728465	0.235126290675188	0.147043246301195
3	ENSG00000004478	0.578482093901843	0.550399139703018	0.469992546989369	0.438745274519136	0.374665390703148	0.693243694354052	0.374270176340381	0.550728154681377	0.388290201375038	0.428178184482555	0.349010469148347	0.453244464583629	0.379019755146344	0.301021097628631	0.282264556120327	0.150822023118025	0.0760512414573638	0.236630144108212	0.326284000053632	0.136038672689376
1	ENSG00000004487	0.218054228663445	0.20237198097853	0.191806121728287	0.220441284657531	0.206120409183115	0.277441791472074	0.164144594356491	0.193142291122446	0.169065459605589	0.223582373662912	0.179853055347844	0.235164668165596	0.188868026429043	0.165266070498829	0.126957449502548	0.159928475443556	0.0856528411070937	0.20015678220871	0.205000731946578	0.147623674903845
7	ENSG00000004534	0.459001564540659	0.434362388111267	0.353881332905528	0.375285950756733	0.36719906358132	0.352684487308008	0.340230077238115	0.388672115040881	0.401914032749437	0.422623181621499	0.332395809419579	0.44618472111067	0.382840386979196	0.319130678707802	0.208642453448327	0.17601147072687	0.171458414316345	0.298231779723089	0.348769324873943	0.209813576495184
5	ENSG00000004660	0.0532911435630569	0.0348690545731793	0.0964807186931287	0.299221085542809	0.213028140325291	0.0516903789416455	0.0666308371419428	0.0769405332505197	0.175737670545012	0.286825632057756	0.249835123865934	0.287222299675451	0.243713237754577	0.221481761814558	0.319482923558878	0.21618881468832	0.263139353504966	0.307345787968023	0.251080872556545	0.292698829225174
6	ENSG00000004700	0.294613361356181	0.232299224213316	0.251269362586237	0.0261391185876996	0.131229593853101	0.0866668972142041	0.140614117666004	0.211397802229465	0.116643700041212	0.201010887578403	0.037051487698406	0.20767172531693	0.0976866051174361	0.0183959874932544	0.0318515342057504	0	2.22044604925032e-16	0.105537802132793	0.0517111692639683	0.0147278528108943
2	ENSG00000004766	0.275692348372783	0.259902982238256	0.271477203123968	0.182798445416748	0.251544740260869	0.256938516658118	0.152510343941254	0.27746183883055	0.194130276165571	0.221215307497082	0.174672050851099	0.301562574733673	0.206167194679351	0.149151881533796	0.120739303251389	0.0867841761210245	0.121701849443432	0.124155983045053	0.136189219820761	0.0575644457354911
5	ENSG00000004779	0.0500630924140522	0.0329685881240194	0.0403014404151745	0.041748665513605	0.0525376286533559	0.0457568555128303	0.0206989997544029	0.207727608267783	0.0228343675519234	0.0213666386801739	0.0456163936437082	0.0672782732476442	0.0425389090605652	0.0253001505959492	0.00418482484931815	0.04711418973585	0.0159766688633771	0.022548479208943	0.0154545798956898	0.0460699492903871
5	ENSG00000004799	0	0	0	0.0799418439765824	0.141184768347732	0	0.0661332343018201	0.0798651440553403	0.120826265696902	0.170864518058252	0	0.225895629356371	0.317729751503527	0.0712709192249504	0.232163688129006	0	0.00277208619047453	0.0183304991154143	0.0788198416115251	0.0160382957795844
7	ENSG00000004838	0.171427462110738	0.106749528810073	0.129325141918992	0.303973102505979	0.194461663213955	0.358706365000367	0.0966486811999259	0.138458187290838	0.123773075831886	0.0660285381181247	0.315280472890121	0.16985015826901	0.187616494788878	0.213887885447717	0.267966469906351	0.26670851787156	0.289072667141795	0.296983009751592	0.098547050733025	0.221935883956209
2	ENSG00000004864	0.463952913523767	0.381427027775273	0.38620145087614	0.273571085718083	0.271153196614518	0.510281760920159	0.318791542075951	0	0.210885826047234	0.173730881325102	0.236309701223218	0.280816805984873	0.31374652481112	0.105924453535497	0.197484619922353	0.0972670264289134	0.139410603132561	0.166991876211621	0.375214164683017	0.062323715104238
3	ENSG00000004866	0.264672001245576	0.222873174251483	0.354381327891942	0.253307829424299	0.255340894400357	0.28864035327568	0.217491278557758	0.248498533215194	0.291452477081022	0.270715123801792	0.19972103029902	0.288788682323179	0.233312264168921	0.273886115132894	0.142939333054169	0.14885132055955	0.0998933718912332	0.25395927145769	0.203800443860102	0.196487524150468
1	ENSG00000004897	0.331574750000822	0.261114100008743	0.232046059277549	0.11817385934213	0.152541080347683	0.217170934476732	0.194839336777393	0.21729579344018	0.2492605848866	0.262167690084261	0.0886622229194853	0.197748785078021	0.204704587448309	0.144594748511031	0.171064336796319	0.0181563422897306	0.0330783804908681	0.131114257529569	0.156422385321637	0.0896926513172358
5	ENSG00000004961	0.478443495767706	0.466478964791611	0.486913182985512	0.176816343158907	0.150317447240252	0.555159481310693	0.302254352368014	0.384294292798908	0.56686419665671	0.189092890292843	0.45209048886838	0.195398471759097	0.384870025900226	0.325347148250785	0.395157473670268	2.22044604925032e-16	0.270241334563047	0.294893381421857	0.270458086549195	0.12522551706783
1	ENSG00000005007	0.274203707735988	0.232481403569924	0.281263883932837	0.197932214069542	0.163019686795065	0.158808500182758	0.146063819492233	0.165230770733819	0.144797663093135	0.171732743996314	0.184514389242774	0.168872053876399	0.157408918349406	0.200052405437493	0.118323357001919	0.0836750229825919	0.0875112223106094	0.166872140424167	0.172659674898135	0.150056047539108
1	ENSG00000005022	0.366303865414502	0.194365547419168	0.207953299542658	0.22648732936921	0.305483850249778	0.152560880688277	0.402489135359024	0.437010755202347	0.427041564990721	0.385153374441056	0.262846540222986	0.347527367354081	0.400730678466819	0.264235870374857	0.613234423618867	0.261246309948158	0.179529680958397	0.417252873786519	0.398522631282573	0.302492699769086
9	ENSG00000005059	0.353258439274514	0.254477625418009	0.356939653227332	0.335210180545279	0.160519515166951	0.489324922464569	0.171625383508017	0.0836294645173887	0.111661200475094	0.0895593105643464	0.18366661268719	0.138227025648983	0.133209735393306	0.0878343746023197	0.0377568355105555	0.0662735740630196	0.177466249889627	0.0885164725534588	0.0492044748060003	0.0500114856426788
3	ENSG00000005100	0.248425416889768	0.0867635154549161	0.177846834674291	0.0626764255818931	0.0791929812993641	0.0368644075496946	0.0650264287695967	0.143851183353253	0.171867040710503	0.109120455466024	0.0856167314138819	0.122222780145497	0.0709629868974927	0.0236519138178352	0.0551682040637768	0.0124713725726154	0.0115553110570679	0.0194708906952073	0.0612505209674012	0.00341146322008789
4	ENSG00000005108	0.271192955408006	0.362407668744742	0.217878347787491	0.0120901759544928	0.0522784882206181	0	0.0018049181780021	0.22255465345962	0.154021498525203	0.118709280713477	0	0.083645581152989	0.0130216542614339	0.0171375893062915	0	0	0	0	0	0
4	ENSG00000005156	0.238587080623413	0.192678643971861	0.150361918051281	0.201424754471941	0.139740108849241	0.079667879227233	0.102531559474032	0.127460815484908	0.12794868544211	0.153893075234424	0.193184982932476	0.17490213113313	0.132506411402886	0.0517427952440869	0.112040210185113	0.12025094674846	0.0507352753111357	0.124538560920513	0.0503346355867019	0.0758579888694126
9	ENSG00000005175	0.528763834056373	0.456263614951899	0.496153094292316	0.343687576548336	0.401749147035038	0.456119636338849	0.324689309487071	0.365444858812906	0.470409102581229	0.353257055151446	0.0623988705162877	0.387609032659885	0.292135016578133	0.253706027659457	0.103552264701566	0.396054872819007	0.276940072913062	0.340156717387593	0.375583786135436	0.407658159039291
9	ENSG00000005189	0.423171198859386	0.442030051581249	0.380529715575173	0.274335256423099	0.293244342231207	0.302077337483044	0.288698309390413	0.0629663315957772	0.33377374398147	0.390131407692822	0.337479401793561	0.293389538470646	0.260347264225501	0.0796902769367576	0.00976798013879835	0.0967429301840251	0.0137253724500486	0.201079519667863	0.298944136616514	0.251562017354883
5	ENSG00000005194	0.361395376988762	0.321542796166153	0.37742100420961	0.348890368584427	0.314993206307648	0.49727833961321	0.282287783476578	0.340748482276132	0.32337226948705	0.350558844919594	0.321597816607948	0.355386214241977	0.309589894318694	0.211600094401674	0.237661621585751	0.275287337438471	0.223564366862333	0.31472704269327	0.354714001296773	0.247790469413994
3	ENSG00000005206	0.499526864875464	0.528036529275085	0.504706374260756	0.471240357963047	0.392424395763374	0.548690858237361	0.412294125088238	0.399113658164963	0.472752645366532	0.46727965891096	0.455167770427788	0.45435538067462	0.420137827116345	0.37360210846185	0.301314501853891	0.202700815298915	0.225400883990782	0.306558144419413	0.346745195081519	0.238472998390208
9	ENSG00000005238	0.258925442562182	0.224690493479912	0.247062647419599	0.280599227994616	0.28778717256479	0.260933476312235	0.241616837009517	0.249220632246663	0.255676037174465	0.178190593119266	0.303743910183646	0.385768393453597	0.272401319736419	0.184107847500199	0.175513260261971	0.0952493151416922	0.107743424293626	0.212722223546413	0.32213770509983	0.155000104746754
5	ENSG00000005249	0.169922438075191	0.137305019382156	0.146098406003581	0.155607893349138	0.134180307055149	0.157657264478054	0.131465257547802	0.13271446499519	0.121892463505625	0.181639473155908	0.169856617674418	0.163867831472246	0.0557478888247039	0.141986670752406	0.0209758426447591	0.0877138719644178	0.0329096952386811	0.0974917732699659	0.127864457767206	0.0935138365491073
3	ENSG00000005302	0.217954995687393	0.170524029317875	0.206069279505218	0.172368612910576	0.146414638836723	0.0782310607293594	0.149482686819464	0.106779110836473	0.136937868961619	0.167092185072074	0.13075244634613	0.135485762901927	0.14600620149493	0.142549665893532	0.0896707604366614	0.111162734394316	0.104125766282689	0.116135420570147	0.13974338606919	0.113298328014992
2	ENSG00000005339	0.423342538759104	0.363432252343883	0.263519961677909	0.233793181483912	0.181340398552598	0.366150714440025	0.188286978367927	0.201005683337738	0.181717188356972	0.257189096807537	0.193192607019664	0.249936787345353	0.213499810482433	0.122016346983709	0.0522194122481675	0.0936919919770251	0.0542413902459613	0.134949399307399	0.155197976575413	0.0957564020776547
6	ENSG00000005379	0.635279880332444	0.575667483708152	0.554393395245952	0.579369515531308	0.501281509760668	0.662940008633493	0.520075565157107	0.505249270021842	0.496185933222815	0.578416500994913	0.591133464767715	0.540136172754599	0.499051293891122	0.473612152739234	0.341108643723083	0.293095281691894	0.246368597686485	0.410829300954774	0.421734214511291	0.30359652008944
10	ENSG00000005436	0.408745411035556	0.5782461915071	0.544619855022777	0.508247620766219	0.507164169575244	0.568872475496506	0.46101274946219	0.465778032295671	0.566924902611682	0.523259219165367	0.494026192736078	0.53163251734176	0.468293586311259	0.425101902067406	0.346296626783155	0.375307178860106	0.365537630702821	0.464314719597569	0.48071958012457	0.406375538430754
5	ENSG00000005448	0.263476008045704	0.278533083938069	0.295670755126245	0.256134447980663	0.24377890372034	0.295802669722177	0.216562902377456	0.28601271318777	0.178035652484022	0.242494309933839	0.253644936820411	0.255039288729646	0.170746296121731	0.253216475161184	0.247239409121	0.208498727925141	0.204276523369208	0.14463885116309	0.248328222473247	0.154658872564378
9	ENSG00000005469	0.386940338496096	0.382935267911624	0.345738766627409	0.299433346454001	0.2519045300323	0.255680127294908	0.198766318961527	0.32220768488594	0.136249607632994	0.267785997051009	0.216977648238167	0.285180826333367	0.0961271671040481	0.151153132621114	0.249030764822992	0.166301690987336	0.1431213808373	0.175841584555814	0.241807999407499	0.176825703352758
6	ENSG00000005471	0.255566005341516	0.351472320914583	0.271012756423855	0.177225275680065	0.0626090363937341	0.317285218551951	0.144125218582671	0.161577318291802	0.097780286697571	0.165504899198133	0	0.0313408418350372	0.131777472456947	0.0837639438277144	0.0790682068593665	0.0401713422258922	0.0100414657061523	0.0416531309186838	0.0858631512041539	0.0247827800678573
5	ENSG00000005483	0.318041296416575	0.255801291936276	0.235453531355565	0.218219092471404	0.21250525297051	0.304234489655578	0.183738554419273	0.248315702605111	0.174782683631912	0.199252919338127	0.174748697742902	0.234260787629595	0.195651039119194	0.279404976960677	0.198960800301623	0.260362110042814	0.274408594379821	0.240126240734282	0.299842600663278	0.290800934799755
10	ENSG00000005486	0.284662063838449	0.302693253130649	0.209714457844095	0.241592282428641	0.250876370039767	0.217117866351862	0.299424402866399	0.263417685641177	0.203286433998484	0.161524333130685	0.199374418337379	0.248610732955967	0.279821457687343	0.242770174167781	0.261719941067685	0.17638806198956	0.202990835185979	0.251593297937695	0.295665175076796	0.205806121362894
8	ENSG00000005513	0.255123431967925	0.246596455758473	0.192843684747006	0.196478991896418	0.192598073714619	0.117849063365676	0.120766618431985	0.0426316493777024	0.068412847060626	0.115419099486806	0.335211528383501	0.232786107415121	0.217274995871214	0.22854962397741	0.162002012960201	0.0990361228247707	0.0617252641646937	0.234472237133033	0.254005902325547	0.175678154453744
2	ENSG00000005810	0.273116339844554	0.24084268739493	0.218906223814704	0.178604321881428	0.180600443827807	0.236954596986921	0.121126031204578	0.251985407025435	0.153938681774724	0.197582214080667	0.174613463584713	0.239049672799226	0.1523103879214	0.131553912455201	0.13397786446284	0.0967826539898194	0.0716446156629243	0.119034465443498	0.139671879309163	0.0740181299514554
1	ENSG00000005812	0.227904183576316	0.231537979518309	0.307297945292897	0.161955074167114	0.23399150475532	0.169013972829527	0.258074495747192	0.168240695836936	0.213006562166897	0.268781454518651	0.186196114966198	0.262877268810282	0.294888175607513	0.363330752010169	0.139958223302446	0.216702512977857	0.18200417917371	0.243726844563244	0.163209728870376	0.185797974834458
3	ENSG00000005882	0.341819277079407	0.313184682804026	0.322034940490773	0.269572470799215	0.26452467360803	0.334661827045759	0.234294924984671	0.246651233126496	0.293601635329804	0.29502657953118	0.233821443010614	0.297165940895356	0.316200584527393	0.24715783119206	0.283820040845876	0.177715927993667	0.193906536381067	0.302426766545486	0.370832899206866	0.230561015960734
9	ENSG00000005884	0.114437409779313	0.102459934345538	0.181119785538485	0.131725506400329	0.1636095923992	0.0377431252041323	0.129016314464717	0.0815564903099112	0.263603775378131	0.177982964162026	0.130537040952487	0.159513105215729	0.183765394995821	0.179857568963046	0.131942808262042	0.186774435039573	0.267199527675675	0.281470771719165	0.256339548751332	0.345933626334469
2	ENSG00000005889	0.622434310057893	0.418618312846413	0.403309200270799	0.302048666549245	0.277423382819564	0.566960347909826	0.260620268829715	0.581444547366752	0.322713810787907	0.344127434395156	0.333891893014728	0.419867682852083	0.289783188509684	0.173576350574834	0.022780332662335	0.121549755440426	0.0505112830757622	0.211574522758527	0.108617254463101	0.0183072710929146
10	ENSG00000005893	0.355776265721463	0.312490864058162	0.342542075024236	0.335817936253951	0.357553011621755	0.262081958376558	0.376423930482871	0.457346173632921	0.531513052160866	0.550565613588596	0.414958486591479	0.431774202453633	0.417660089832185	0.344104116872825	0.511612431986317	0.271282501367717	0.259029565419393	0.436070397339146	0.432222522090563	0.25479692484431
9	ENSG00000005961	0.392270132924558	0.455553958744051	0.427473570212587	0.442681413471113	0.432039642149072	0.434244239992654	0.352894190519645	0.36925885258432	0.307093876767445	0.416403558308646	0.450999345209579	0.494865872736407	0.369316414808283	0.395188988285342	0.0485107937299734	0.245785060652514	0.177621020465798	0.429729715437191	0.507982372108164	0.529532964589275
8	ENSG00000006007	0.334710252135902	0.32645350608647	0.285257452145856	0.247522082831702	0.27973785284471	0.314329068277799	0.317380350552197	0.354896824553462	0.466289136378542	0.367544829374901	0.365660853245089	0.412657053754149	0.372375610729255	0.368364613360857	0.230189032893274	0.158504863806788	0.169076052003113	0.399266831606115	0.279804407414218	0.283864077056503
10	ENSG00000006015	0.525524052699706	0.469461963199918	0.453309382519585	0.432485452175809	0.358771414846632	0.350665984539612	0.435065332583845	0.150396050163462	0.525296224437065	0.517200842272414	0.442508369888078	0.336501564674174	0.42264775492637	0.310504762605351	0.310013008844424	0.409051292456672	0.420699821424157	0.327952987978202	0.23859767297625	0.378123967559965
